"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","scramble - cntrl","scramble - cntrl.1","exp - arc","exp - arc.1","ref transcriptome","ref transcriptome.1"
"actb_5-UTR_EXONS_3-UTR_24xms2_3-UTR_gene",NA,NA,NA,NA,NA,NA,NA,485.933592507943,-3.62477046119948,1.03970448195472,-3.48634686500979,0.000489665641472867,0.118861012014914,449.692347835043,57.0669082874024,829.095087484115,51.6677559814625,52.0024762610859,847.560094019414,1114.45047768708
"arc_5-UTR_EXONS_3-UTR_24xpp7v3_3-UTR_gene",NA,NA,NA,NA,NA,NA,NA,596.536961414673,-0.721217328078392,0.803715731923299,-0.897353752616628,0.369530182137444,0.999994678865772,903.445123190042,1123.2669781237,150.498782184617,364.713571633853,274.457513600176,682.645688933089,676.731072237233
"ENSMUSG00000000001","Gnai3",14679,"protein_coding","3",108014596,108053462,41.65,1795.01126244824,-0.0750893806153843,0.461721565128602,-0.162629139045021,0.870810442775657,0.999994678865772,1334.86554718529,2145.71575160633,2639.58642526193,1990.72824516811,1782.52932517167,1316.31679696175,1355.3367457826
"ENSMUSG00000000028","Cdc45",12544,"protein_coding","16",18599197,18630737,46.23,44.3052938344432,2.94864168313586,2.74920261615817,1.07254433187482,0.283475613137394,0.999994678865772,0,77.9914413261166,26.1345190619993,112.453351253771,89.5598202274257,3.99792497178969,0
"ENSMUSG00000000031","H19",14955,"lncRNA","7",142129262,142131917,55.91,66.9598895311432,-0.424321860680013,2.63848608402468,-0.160820200360035,0.872235014738429,0.999994678865772,0,0,268.554713119855,152.977081435311,47.1874321628372,0,0
"ENSMUSG00000000049","Apoh",11818,"protein_coding","11",108234180,108305222,43.83,28.2041291237672,0.0958328258282938,2.88187501870143,0.0332536370267286,0.973472325585651,0.999994678865772,50.7553439994406,0,31.5416609368957,64.8379682904628,23.1122116715937,0,27.1817189679775
"ENSMUSG00000000056","Narf",67608,"protein_coding","11",121128079,121146682,46.96,686.605932721021,0.29383026484732,0.618080822224921,0.475391331168653,0.634508072148051,0.999994678865772,460.85852351492,1030.05769458761,802.059378109633,835.801934994247,712.626526540807,472.754627914131,492.082843385799
"ENSMUSG00000000058","Cav2",12390,"protein_coding","6",17281184,17289114,39.77,3275.57986490238,-0.957255820379522,0.384342717918604,-2.49063082439421,0.0127516540709918,0.730179330034331,5173.99976730297,2780.10954873462,3788.60407367741,1597.64806240718,3018.06964078228,3181.34879630164,3389.27916511057
"ENSMUSG00000000078","Klf6",23849,"protein_coding","13",5911481,5920393,43.44,1527.32287084043,0.77493377399293,0.737509733209693,1.05074379238409,0.293376277113474,0.999994678865772,772.496335671485,1761.46523580449,1962.79250058739,3303.69710304999,1377.10261209913,315.836072771385,1197.87023589915
"ENSMUSG00000000085","Scmh1",29871,"protein_coding","4",120262478,120387383,39.89,583.014726914753,0.922475622036505,0.724221938637374,1.2737471385804,0.202753044667522,0.999994678865772,481.160661114696,613.469264089576,364.080886243025,1277.51059397302,324.533972221962,400.791978421916,619.555732339073
"ENSMUSG00000000088","Cox5a",12858,"protein_coding","9",57428557,57439709,42.75,3446.66999873364,0.1526353754676,0.390119249240701,0.39125312520384,0.69561014340535,0.999994678865772,2753.98496540964,3614.23752486882,3019.88873712964,2976.46798183406,3441.79352142817,5633.07628525167,2687.2409752135
"ENSMUSG00000000126","Wnt9a",216795,"protein_coding","11",59197754,59224378,52.53,74.5882066891674,2.76938886011269,1.90300618684704,1.45527054996132,0.145594376311593,0.999994678865772,26.3927788797091,58.9691385636491,26.1345190619993,95.2307659266172,262.901407764379,0,52.4888366278186
"ENSMUSG00000000127","Fer",14158,"protein_coding","17",64170057,64446491,40.27,373.110701108704,-0.605791637386374,1.03147601624396,-0.587305596878845,0.556998482875961,0.999994678865772,423.299568955334,96.0626289504607,464.113010928608,204.644837416773,378.462466122347,890.537787466153,154.654607921251
"ENSMUSG00000000131","Xpo6",74204,"protein_coding","7",125700887,125799673,43.53,714.100708585995,0.29810770329114,0.782778776833926,0.380832633834152,0.703327442436526,0.999994678865772,830.357427830848,844.590242653556,670.485592487154,1446.69716748095,398.685651334992,209.891061018959,597.997817295505
"ENSMUSG00000000134","Tfe3",209446,"protein_coding","X",7628799,7641441,51.75,666.713100994194,-0.104271991310079,0.602094829874955,-0.173182007445131,0.862508365924578,0.999994678865772,710.574815992168,744.723153150601,712.841537173843,741.584262322168,582.620335888092,334.826216387386,839.821386045097
"ENSMUSG00000000148","Brat1",231841,"protein_coding","5",140690766,140705134,51.56,275.514711549824,-0.340046111672378,0.770721153159827,-0.441205110665831,0.659064513680159,0.999994678865772,203.021375997762,437.512963536752,337.045176868543,177.291319544234,249.419284289282,246.871867008013,277.440993604184
"ENSMUSG00000000149","Gna12",14673,"protein_coding","5",140744163,140816186,47.49,1618.50787669383,0.112364369343703,0.420586518515105,0.267161129511259,0.789345102855441,0.999994678865772,1043.5298726285,1834.70110143999,1512.19734434603,1542.94102666211,1220.13217449622,1618.16013233188,2557.89348495209
"ENSMUSG00000000167","Pih1d2",72614,"protein_coding","9",50528621,50536300,43.52,130.898518690528,1.11923771983798,1.90252080228465,0.588291974781007,0.556336331321744,0.999994678865772,0,61.8224839780193,161.313065934409,58.7594087632319,291.791672353871,37.980287232002,304.622712572161
"ENSMUSG00000000168","Dlat",235339,"protein_coding","9",50545933,50571080,44.1,1920.29173422819,0.405473990717076,0.371180392807746,1.09239065040564,0.274661430774152,0.999994678865772,2081.98421085705,1693.93606099773,1503.1854412212,1958.30926102288,2789.83655052529,1781.07557493231,1633.71504004085
"ENSMUSG00000000171","Sdhd",66925,"protein_coding","9",50507657,50515112,45.09,2712.32103148415,-0.0372394982840239,0.364129934736676,-0.102269807372344,0.918542519851037,0.999994678865772,2641.30810173089,3293.71172332124,2603.53881276262,1895.4974792415,3215.48644881048,2767.56356172141,2569.14109280091
"ENSMUSG00000000184","Ccnd2",12444,"protein_coding","6",127102125,127129156,49.26,3836.58193856599,-0.0599447293164288,0.476981263897977,-0.125675228470296,0.899989011187532,0.999994678865772,3610.7351721202,5732.37093746957,4593.36702272449,5060.40080641971,2810.05973573794,2770.56200545025,2278.57789003977
"ENSMUSG00000000194","Gpr107",277463,"protein_coding","2",31042328,31108787,49.01,751.007339586664,0.00387765549767126,0.544174797406174,0.00712575355594236,0.99431451936834,0.999994678865772,939.988970869639,830.323515581705,649.758215300051,977.634990629634,616.325644575833,499.740621473711,743.279418676074
"ENSMUSG00000000197","Nalcn",338370,"protein_coding","14",123514046,123864556,38.67,637.283619478544,-0.333294651913308,0.681402072715455,-0.48913066933462,0.62474918968326,0.999994678865772,711.589922872157,1202.20953458794,618.216554363156,408.276581579008,647.141926804624,451.765521812235,421.785294330685
"ENSMUSG00000000202","Btbd17",72014,"protein_coding","11",114682043,114686771,56.02,184.929082316268,-0.784768925941768,0.924974769106336,-0.848421980958434,0.396203005420289,0.999994678865772,188.809879677919,215.903136354006,122.561882497652,110.427164744694,70.2996438344309,402.790940907811,183.710928197365
"ENSMUSG00000000223","Drp2",13497,"protein_coding","X",133305300,133357322,44.54,236.865393854695,0.166008756283915,1.21041911417776,0.137149813927621,0.89091237862902,0.999994678865772,16.241710079821,354.765946520018,318.120180306405,91.1783929084633,284.087601796673,276.856304296436,316.807621075048
"ENSMUSG00000000247","Lhx2",16870,"protein_coding","2",38229293,38259745,50,1345.42415714249,0.113661360635305,0.369241030126393,0.307824297306283,0.758216032143873,0.999994678865772,1117.63267486768,1595.97120177102,1280.59143403796,1218.75118520979,1376.13960327948,1478.23275831924,1350.65024251226
"ENSMUSG00000000253","Gmpr",66355,"protein_coding","13",45660920,45707276,48.23,1227.41989180258,0.180684982556249,0.660628082094077,0.273504847059345,0.784465166921478,0.999994678865772,718.695671032078,602.055882432095,879.561744983148,879.364944939401,932.192537420947,3125.37784669659,1454.69061511383
"ENSMUSG00000000266","Mid2",23947,"protein_coding","X",139565348,139668464,40.18,155.858794768554,0.0194467124102384,1.51090244994578,0.0128709251950291,0.989730771039056,0.999994678865772,248.701185597259,81.7959018786101,72.0952249986187,49.6415694723856,275.420522419825,9.99481242947422,353.362346583707
"ENSMUSG00000000275","Trim25",217069,"protein_coding","11",88890202,88911119,48.45,68.0767163282884,-0.379292693117502,2.01907187817334,-0.187854972979293,0.85099034060104,0.999994678865772,102.52579487887,136.009464751642,48.6642768740676,71.9296210722321,44.298405703888,0,73.1094510173187
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1246.90363905241,-0.0334654238908485,0.434027290344969,-0.0771044232362666,0.938540474244754,0.999994678865772,1027.28816254868,1289.71212729529,1687.02826496768,1251.17016935502,1401.17783259037,972.495249387841,1099.45366722199
"ENSMUSG00000000282","Mnt",17428,"protein_coding","11",74721746,74736551,56.49,173.020326062041,1.39130153869881,1.03369112585432,1.34595480593773,0.178317092151215,0.999994678865772,151.250925118333,208.294215249019,83.8106990608943,372.818317670161,243.641231371384,51.9730246332659,99.353869331228
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,378.337323669277,1.18333589644311,0.787172197931036,1.50327450531578,0.132768271636872,0.999994678865772,224.338620477527,269.165584088915,173.028539996685,565.306036032472,337.053086877409,778.595888256042,300.873509955889
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,543.104331999117,-1.26929814668185,0.673523772154053,-1.88456324655387,0.0594888283289684,0.999994678865772,743.05823615181,373.788249282486,505.567765302814,210.723396944004,307.199813468267,1032.46412396469,628.928738879755
"ENSMUSG00000000301","Pemt",18618,"protein_coding","11",59861440,59937315,49.74,37.258533322703,1.43232261589791,2.94935821341856,0.485638743161593,0.627223322184537,0.999994678865772,0,102.720434917324,41.4547543742058,24.3142381089235,87.6338025881262,0,4.68650327034095
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,755.257403072032,0.373682517824179,0.75706617462234,0.493592938570515,0.621593688803835,0.999994678865772,483.190874874674,1309.68554519589,537.109426239709,1108.3240204651,213.787957962242,1055.45219255248,579.251804214141
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,797.370518690278,0.104790219275769,0.447511388446212,0.23416212856528,0.814859114745177,0.999994678865772,817.161038390993,638.198257680784,813.774852171909,939.137446957172,814.705461423679,781.594331984884,777.022242222529
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1309.82977770696,-0.102598872279502,0.375425382982139,-0.273286988387737,0.784632616542966,0.999994678865772,1244.52103486628,1407.65040442259,1218.40930247666,1247.11779633687,1046.79058695927,1360.29397165144,1644.0253472356
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,826.734794193072,-0.159978172521959,0.544134712804742,-0.294004717503413,0.76875429855946,0.999994678865772,586.731776633533,916.874993150932,842.612942171356,516.677559814625,762.702985162593,1418.26388374239,743.279418676074
"ENSMUSG00000000340","Dbt",13171,"protein_coding","3",116306719,116343630,44.05,529.909117818616,-0.646003508066078,0.80628992406562,-0.801204986921681,0.423012984666919,0.999994678865772,1136.91970558747,569.717967735901,575.860609676467,535.926331650856,558.545115396848,114.940342938954,217.45375174382
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6395.75982965353,-0.192381645288514,0.362760846300795,-0.530326376868672,0.595885661713599,0.999994678865772,6363.70503064986,4553.93928133471,6541.74047831217,4422.15205606047,6872.03093702054,8258.71351047455,7758.0375137224
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,626.929084664515,0.956488553570474,0.74037595948282,1.29189574745055,0.196393250636416,0.999994678865772,218.247979197594,381.397170387473,530.80109405233,932.045794175402,521.950780250158,1201.3764540228,602.684320565846
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,261.150952985568,0.00287735895528236,0.801751327450163,0.00358884214689525,0.997136524406661,0.999994678865772,253.776719997203,215.903136354006,191.953536558822,248.207847361928,198.379816847846,240.874979550329,478.960634228845
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,546.58601136657,0.0364265069618804,0.541513247127674,0.0672679886505011,0.946368360502805,0.999994678865772,389.801041915703,550.695664973433,494.753481553021,430.564633178854,476.689365726621,690.641538876669,792.956353341688
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2399.74463520467,0.128034351794197,0.361153865235533,0.354514693372303,0.722953194433114,0.999994678865772,2376.36520605381,2504.28615867884,2648.59832838675,2420.27978509243,3071.03512586302,1587.17621380051,2190.47162855736
"ENSMUSG00000000416","Cttnbp2",30785,"protein_coding","6",18366477,18514842,40.7,378.224306870029,-1.22905624894392,0.724163282131474,-1.69720873630373,0.0896572040325147,0.999994678865772,767.420801271541,217.805366630253,375.7963603053,220.854329489389,266.753443042978,457.762409269919,341.177438080821
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1063.80259296612,-0.557190953502915,0.480532522127707,-1.1595280815454,0.246240996885738,0.999994678865772,1029.31837630865,1676.81598851151,1022.8510046679,844.919774285093,549.878036020001,1374.2867090527,948.548261917007
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,715.308693115371,-0.158607744714971,0.848387174003874,-0.186952077512485,0.851698206989161,0.999994678865772,539.021753274059,1098.5379845325,1200.385496227,863.155452866786,695.292367787111,129.932561583165,480.835235536981
